actor,date,implementer,ngo,status,paid_amount,total_amount
United Nations Population Fund,2020-09-01,Food & Agriculture Organization of the United Nations,False,commitment,0,2221539
World Health Organization,2020-04-27,United Nations Children's Fund,False,paid,50023,50023
World Health Organization,2020-07-21,United Nations Population Fund,False,paid,1000000,1000000
World Health Organization,2019-11-21,United Nations Population Fund,False,paid,39917,39917
World Health Organization,2020-05-07,United Nations Population Fund,False,paid,37540,37540
United Nations Development Programme,2020-04-27,United Nations Children's Fund,False,paid,31211,31211
United Nations Development Programme,2020-05-08,United Nations Children's Fund,False,paid,194253,194253
United Nations Development Programme,2020-06-15,United Nations Population Fund,False,paid,298080,298080
United Nations Development Programme,2020-06-22,United Nations Population Fund,False,paid,3277923,3277923
United Nations Development Programme,2020-05-01,United Nations Population Fund,False,paid,10369,287369
United Nations Development Programme,2020-07-15,United Nations Population Fund,False,paid,187998,187998
United Nations Development Programme,2020-06-24,United Nations Development Programme,False,paid,693717,693717
United Nations Development Programme,2020-06-23,United Nations Development Programme,False,paid,200000,200000
United Nations Development Programme,2020-11-16,Smile Again Africa Development Organization,True,paid,108250,108250
United Nations Development Programme,2020-08-14,World Health Organization,False,commitment,0,970874
Somalia Humanitarian Fund,2020-04-30,International Organization for Migration,False,commitment,0,2432280
Somalia Humanitarian Fund,2020-05-01,United Nations Development Programme,False,commitment,0,171200
Somalia Humanitarian Fund,2020-08-24,World Food Programme,False,paid,1300494,1300494
UN Multi-Partner Trust Fund for Sustaining Peace in Colombia,2020-05-04,World Health Organization,False,commitment,0,4627849
UNICEF National Committee/Sweden,2020-04-30,United Nations Children's Fund,False,paid,219453,219453
UNICEF National Committee/Sweden,2020-06-01,COVID-19 Humanitarian Thematic Fund,True,paid,60022,60022
UNICEF National Committee/Sweden,2020-06-05,COVID-19 Humanitarian Thematic Fund,True,paid,210948,210948
UNICEF National Committee/Sweden,2020-07-06,United Nations Children's Fund,False,paid,100000,100000
UNICEF National Committee/Sweden,2020-06-25,United Nations Children's Fund,False,paid,311472,311472
UNICEF National Committee/Sweden,2020-10-06,COVID-19 Humanitarian Thematic Fund,True,paid,714479,714479
"Monaco, Government of",2020-05-08,United Nations Relief and Works Agency for Palestine Refugees in the Near East,False,commitment,304018,510316
"Monaco, Government of",2020-05-27,World Food Programme,False,paid,100455,100455
"Monaco, Government of",2020-11-16,World Food Programme,False,commitment,0,17626
"France, Government of",2020-03-30,World Food Programme,False,paid,482564,482564
"France, Government of",2020-07-17,Solidarités International (SI),True,commitment,300760,4109177
"France, Government of",2020-03-01,World Health Organization,False,commitment,0,841501
"France, Government of",2020-07-28,Programme Against Malnutrition,True,paid,565611,565611
"France, Government of",2020-07-29,World Food Programme,False,paid,1119821,1119821
"France, Government of",2020-07-31,World Food Programme,False,paid,2171553,2171553
"France, Government of",2020-06-22,United Nations High Commissioner for Refugees,False,paid,2275827,2275827
"France, Government of",2020-08-12,World Food Programme,False,paid,1085776,1085776
"France, Government of",2020-08-13,World Food Programme,False,paid,223964,223964
"France, Government of",2020-05-14,United Nations High Commissioner for Refugees,False,paid,1140350,1140350
"France, Government of",2020-09-09,World Health Organization,False,commitment,0,3176471
"France, Government of",2020-10-06,United Nations Children's Fund,False,commitment,0,2275313
"France, Government of",2020-10-26,United Nations Children's Fund,False,commitment,0,1773123
"France, Government of",2020-02-01,World Health Organization,False,commitment,0,57400
"France, Government of",2020-11-18,Handicap International / Humanity & Inclusion,True,commitment,0,1277560
"France, Government of",2020-11-03,United Nations Children's Fund,False,commitment,0,217044
"France, Government of",2020-11-20,United Nations Development Programme,False,commitment,0,2347754
"France, Government of",2020-11-23,Première Urgence Internationale,True,commitment,0,6867025
"France, Government of",2020-11-24,Agency for Technical Cooperation and Development,True,commitment,0,352526
"France, Government of",2020-11-01,Handicap International / Humanity & Inclusion,True,commitment,0,1131222
"Slovenia, Government of",2018-03-13,United Nations Relief and Works Agency for Palestine Refugees in the Near East,False,commitment,0,54289
"Slovenia, Government of",2020-05-10,United Nations Children's Fund,False,paid,44643,44643
"Slovenia, Government of",2020-02-13,,True,commitment,0,77767
"Slovenia, Government of",2020-04-09,,True,commitment,0,408251
"Netherlands, Government of",2020-05-04,United Nations Development Programme,False,commitment,0,5428882
"Netherlands, Government of",2020-07-20,World Health Organization,False,commitment,0,56436
"Netherlands, Government of",2019-10-01,International Organization for Migration,False,paid,215032,215032
"Netherlands, Government of",2020-04-14,United Nations High Commissioner for Refugees,False,paid,55500,55500
"Netherlands, Government of",2020-05-25,CARE Netherlands,True,commitment,0,1558633
"Netherlands, Government of",2020-09-24,World Vision  Netherlands,True,paid,2183406,2183406
"Netherlands, Government of",2020-03-25,Save the Children,True,commitment,0,4107981
"Netherlands, Government of",2020-05-11,Plan International,True,commitment,0,2934272
"Netherlands, Government of",2020-09-16,SOS Kinderdorpen,True,commitment,0,7042254
"Netherlands, Government of",2020-07-24,World Health Organization,False,commitment,0,9890805
"Netherlands, Government of",2020-05-28,Plan International,True,paid,47618,47618
"Netherlands, Government of",2020-05-01,Stichting Cordaid,True,paid,1762632,1762632
"Netherlands, Government of",2020-12-03,OXFAM,True,commitment,0,262843
UNICEF National Committee/Denmark,2020-05-12,COVID-19 Humanitarian Thematic Fund,True,paid,14554,14554
UNICEF National Committee/Denmark,2020-05-18,COVID-19 Humanitarian Thematic Fund,True,paid,727696,727696
UNICEF National Committee/Denmark,2020-10-06,United Nations Children's Fund,False,paid,336278,336278
UNICEF National Committee/Denmark,2020-06-18,COVID-19 Humanitarian Thematic Fund,True,paid,225300,225300
UNICEF National Committee/Denmark,2020-05-29,COVID-19 Humanitarian Thematic Fund,True,paid,1449061,1449061
UNICEF National Committee/Denmark,2020-11-24,United Nations Children's Fund,False,paid,150535,150535
Novartis,2020-04-15,World Health Organization,False,commitment,0,499690
African Development Bank,2020-05-15,World Health Organization,False,commitment,0,2000000
African Development Bank,2020-09-09,World Health Organization,False,commitment,0,5291625
African Development Bank,2020-07-14,World Health Organization,False,commitment,0,4142430
African Development Bank,2020-08-20,World Health Organization,False,commitment,0,695827
African Development Bank,2020-07-22,United Nations High Commissioner for Refugees,False,paid,23569245,23569245
GAVI Alliance,2020-05-15,World Health Organization,False,commitment,0,3001751
GAVI Alliance,2020-07-14,World Health Organization,False,commitment,0,554198
GAVI Alliance,2020-07-20,World Health Organization,False,commitment,0,226188
GAVI Alliance,2020-09-09,World Health Organization,False,commitment,0,1879252
GAVI Alliance,2020-10-20,World Health Organization,False,commitment,0,775234
"Viet Nam, Government of",2020-05-15,World Health Organization,False,commitment,0,50000
unknown,2020-04-01,War Child,True,commitment,0,35321
unknown,2020-04-07,World Food Programme,False,paid,673650,673650
unknown,2020-06-19,World Health Organization,False,commitment,0,242826
unknown,2020-04-15,ActionAid International,True,paid,31928,31928
unknown,2020-04-20,International Organization for Migration,False,commitment,0,32363
unknown,2020-05-04,World Food Programme,False,paid,111607,111607
unknown,2020-08-28,OXFAM Netherlands (NOVIB),True,commitment,0,588928
unknown,2020-07-02,World Food Programme,False,paid,149929,149929
unknown,2020-06-04,World Food Programme,False,paid,606634,606634
unknown,2020-07-08,World Food Programme,False,paid,199000,199000
unknown,2020-08-09,Direct Aid,True,paid,4198740,4276576
unknown,2020-06-08,Migrant Offshore Aid Station,True,paid,147000,147000
unknown,2020-10-30,International Aid Services,True,paid,25000,25000
unknown,2020-11-20,The Nile Initiative for Development,True,paid,35000,35000
"Algeria, Government of",2020-05-18,,True,paid,0,0
Deutsche Gesellschaft für Internationale Zusammenarbeit,2020-05-01,World Health Organization,False,commitment,0,372635
Deutsche Gesellschaft für Internationale Zusammenarbeit,2020-06-19,World Health Organization,False,commitment,0,193403
Deutsche Gesellschaft für Internationale Zusammenarbeit,2020-06-22,World Health Organization,False,commitment,0,284674
Deutsche Gesellschaft für Internationale Zusammenarbeit,2020-09-09,World Health Organization,False,commitment,0,200299
"Cote d'Ivoire, Government of",2020-05-21,World Health Organization,False,commitment,0,439351
"Poland, Government of",2020-05-12,United Nations Children's Fund,False,paid,248818,248818
"Poland, Government of",2020-09-14,United Nations Children's Fund,False,paid,101767,101767
"Poland, Government of",2020-09-11,United Nations Children's Fund,False,paid,39836,39836
UNICEF National Committee/Hong Kong,2020-10-06,United Nations Children's Fund,False,paid,22160,22160
UNICEF National Committee/Hong Kong,2020-06-01,COVID-19 Humanitarian Thematic Fund,True,paid,289552,289552
"United Arab Emirates, Government of",2020-05-19,"Colombia, Government of",False,paid,125473446,125473446
"United Arab Emirates, Government of",2020-06-06,"Maldives, Government of",False,paid,13399880,13399880
"United Arab Emirates, Government of",2020-06-20,"Cyprus, Government of",False,paid,2970000,2970000
"United Arab Emirates, Government of",2020-06-23,World Food Programme,False,paid,4000000,4000000
"United Arab Emirates, Government of",2020-06-30,"Uruguay, Government of",False,paid,21364280,21364280
"United Arab Emirates, Government of",2020-07-06,United Nations Children's Fund,False,paid,46071,46071
"United Arab Emirates, Government of",2020-06-24,United Nations,False,paid,25586832,25586832
"United Arab Emirates, Government of",2020-08-31,"Kazakhstan, Government of",False,paid,3926640,3926640
"United Arab Emirates, Government of",2020-09-01,"Iraq, Government of",False,paid,24536280,24536280
"United Arab Emirates, Government of",2020-08-20,,True,paid,31285996,31285996
"United Arab Emirates, Government of",2020-06-08,World Food Programme,False,commitment,0,3500000
"United Arab Emirates, Government of",2020-04-05,"Sudan, Government of",False,paid,20419276,20419276
"United Arab Emirates, Government of",2020-10-01,"Costa Rica, Government of",False,paid,5400000,5400000
"United Arab Emirates, Government of",2020-09-14,Red Crescent Society of the United Arab Emirates,True,commitment,0,7078682
UNICEF National Committee/Netherlands,2020-06-05,COVID-19 Humanitarian Thematic Fund,True,paid,1200120,1200120
UNICEF National Committee/Netherlands,2020-05-15,COVID-19 Humanitarian Thematic Fund,True,paid,45000,45000
UNICEF National Committee/France,2020-05-13,COVID-19 Humanitarian Thematic Fund,True,paid,109170,109170
UNICEF National Committee/France,2020-04-30,COVID-19 Humanitarian Thematic Fund,True,paid,278384,278384
UNICEF National Committee/France,2020-08-10,COVID-19 Humanitarian Thematic Fund,True,paid,119454,119454
UNICEF National Committee/France,2020-10-06,United Nations Children's Fund,False,paid,418504,418504
UNICEF National Committee/France,2020-10-26,COVID-19 Humanitarian Thematic Fund,True,paid,170600,170600
UNICEF National Committee/Australia,2020-05-15,United Nations Children's Fund,False,paid,1100000,1100000
UNICEF National Committee/Australia,2020-04-27,COVID-19 Humanitarian Thematic Fund,True,paid,12524,12524
UNICEF National Committee/Australia,2020-07-20,United Nations Children's Fund,False,paid,693114,693114
UNICEF National Committee/Australia,2020-10-08,United Nations Children's Fund,False,commitment,0,380467
UNICEF National Committee/Australia,2020-12-07,COVID-19 Humanitarian Thematic Fund,True,paid,26085,26085
South Sudan Humanitarian Fund,2020-05-26,,True,commitment,0,4996120
South Sudan Humanitarian Fund,2020-06-26,World Health Organization,False,paid,4999500,4999500
South Sudan Humanitarian Fund,2020-08-24,Plan International,True,paid,142198,142198
South Sudan Humanitarian Fund,2020-09-02,INTERSOS Humanitarian Aid Organization,True,paid,1127679,1127679
South Sudan Humanitarian Fund,2020-09-03,Rural Community Action for Peace and Development,True,paid,1570207,1570207
South Sudan Humanitarian Fund,2020-09-04,Touch Africa Development Organization,True,paid,1917054,1917054
Pakistan Humanitarian Fund,2020-05-13,,True,commitment,0,2100195
Pakistan Humanitarian Fund,2020-05-22,World Health Organization,False,paid,399805,399805
Pakistan Humanitarian Fund,2020-10-01,Balochistan Rural Support Programme,True,paid,487074,487074
Pakistan Humanitarian Fund,2020-10-07,Taraqee Foundation,True,paid,959984,959984
Nigeria Humanitarian Fund,2020-04-30,,True,commitment,0,1115238
Nigeria Humanitarian Fund,2020-06-26,World Health Organization,False,paid,1113049,1113049
Nigeria Humanitarian Fund,2020-09-14,INTERSOS Humanitarian Aid Organization,True,paid,920000,920000
Nigeria Humanitarian Fund,2020-10-07,Agency for Technical Cooperation and Development,True,paid,200000,200000
Nigeria Humanitarian Fund,2020-10-09,ZOA,True,paid,249599,249599
Nigeria Humanitarian Fund,2020-10-22,International Rescue Committee,True,paid,350000,350000
Nigeria Humanitarian Fund,2020-10-26,Malteser International Order of Malta World Relief,True,paid,230000,230000
Nigeria Humanitarian Fund,2020-11-04,Plan International,True,paid,710351,710351
Nigeria Humanitarian Fund,2020-11-30,International Organization for Migration,False,commitment,0,149358
Nigeria Humanitarian Fund,2020-12-02,Taimako Community Development Initiative,True,commitment,0,139597
UNICEF National Committee/Germany,2020-05-15,COVID-19 Humanitarian Thematic Fund,True,paid,1172638,1172638
UNICEF National Committee/Germany,2020-05-29,COVID-19 Humanitarian Thematic Fund,True,paid,145755,145755
UNICEF National Committee/Germany,2020-06-15,COVID-19 Humanitarian Thematic Fund,True,paid,48860,48860
UNICEF National Committee/Germany,2020-04-27,COVID-19 Humanitarian Thematic Fund,True,paid,28317,28317
UNICEF National Committee/Germany,2020-07-01,COVID-19 Humanitarian Thematic Fund,True,paid,170454,170454
UNICEF National Committee/Germany,2020-10-06,COVID-19 Humanitarian Thematic Fund,True,paid,3761879,3761879
UNICEF National Committee/Germany,2020-10-20,United Nations Children's Fund,False,paid,297000,297000
"Cyprus, Government of",2020-06-19,World Health Organization,False,commitment,0,110375
"Latvia, Government of",2020-06-19,World Health Organization,False,commitment,0,108578
"Belgium, Government of",2020-04-15,OXFAM,True,commitment,0,1427640
"Belgium, Government of",2020-04-21,International Federation of Red Cross and Red Crescent Societies,False,commitment,0,5518764
"Belgium, Government of",2020-06-08,Food & Agriculture Organization of the United Nations,False,paid,540000,540000
"Belgium, Government of",2020-06-01,Food & Agriculture Organization of the United Nations,False,commitment,0,400000
"Belgium, Government of",2020-06-16,Food & Agriculture Organization of the United Nations,False,paid,400000,400000
"Belgium, Government of",2020-08-25,Food & Agriculture Organization of the United Nations,False,commitment,0,450000
"Belgium, Government of",2020-06-26,World Food Programme,False,commitment,0,8532423
"Belgium, Government of",2020-06-24,Food & Agriculture Organization of the United Nations,False,commitment,0,2844141
"Belgium, Government of",2020-11-01,Food & Agriculture Organization of the United Nations,False,paid,467136,934272
"Belgium, Government of",2020-10-08,Food & Agriculture Organization of the United Nations,False,commitment,0,500000
"Belgium, Government of",2020-10-29,OXFAM,True,commitment,0,7042254
UN COVID-19 Response and Recovery Fund,2020-05-27,United Nations Children's Fund,False,paid,1234815,1234815
UN COVID-19 Response and Recovery Fund,2020-05-20,United Nations Population Fund,False,paid,2106251,2106251
UN COVID-19 Response and Recovery Fund,2020-06-01,United Nations Children's Fund,False,paid,2751563,2751563
UN COVID-19 Response and Recovery Fund,2020-06-04,United Nations Population Fund,False,paid,545240,545240
UN COVID-19 Response and Recovery Fund,2020-06-05,United Nations Population Fund,False,paid,760007,760007
UN COVID-19 Response and Recovery Fund,2020-06-08,United Nations Population Fund,False,paid,350000,350000
UN COVID-19 Response and Recovery Fund,2020-06-19,World Health Organization,False,commitment,0,1887076
UN COVID-19 Response and Recovery Fund,2020-06-22,World Health Organization,False,pledge,0,1931055
UN COVID-19 Response and Recovery Fund,2020-06-09,United Nations Children's Fund,False,paid,769060,769060
UN COVID-19 Response and Recovery Fund,2020-06-10,United Nations Children's Fund,False,paid,1210316,1210316
UN COVID-19 Response and Recovery Fund,2020-06-15,United Nations Children's Fund,False,paid,339992,339992
UN COVID-19 Response and Recovery Fund,2020-07-14,World Health Organization,False,commitment,0,348479
UN COVID-19 Response and Recovery Fund,2020-09-18,World Health Organization,False,commitment,0,1588928
UN COVID-19 Response and Recovery Fund,2020-06-24,United Nations Children's Fund,False,paid,107535,107535
UN COVID-19 Response and Recovery Fund,2020-06-29,United Nations Children's Fund,False,paid,200000,200000
UN COVID-19 Response and Recovery Fund,2020-06-23,United Nations High Commissioner for Refugees,False,paid,74900,74900
UN COVID-19 Response and Recovery Fund,2020-05-25,United Nations High Commissioner for Refugees,False,paid,542978,542978
UN COVID-19 Response and Recovery Fund,2020-05-13,International Organization for Migration,False,commitment,0,150000
UN COVID-19 Response and Recovery Fund,2020-05-26,United Nations Population Fund,False,paid,162635,495635
UN COVID-19 Response and Recovery Fund,2020-07-28,International Organization for Migration,False,commitment,0,500000
UN COVID-19 Response and Recovery Fund,2020-04-30,International Organization for Migration,False,commitment,0,769685
UN COVID-19 Response and Recovery Fund,2020-06-02,United Nations Population Fund,False,paid,300006,300006
UN COVID-19 Response and Recovery Fund,2020-07-24,United Nations Children's Fund,False,paid,400000,400000
UN COVID-19 Response and Recovery Fund,2020-05-22,United Nations Population Fund,False,paid,1375780,1375780
UN COVID-19 Response and Recovery Fund,2020-05-21,United Nations Population Fund,False,paid,617183,617183
UN COVID-19 Response and Recovery Fund,2020-05-14,United Nations Population Fund,False,paid,50000,50000
UN COVID-19 Response and Recovery Fund,2020-10-08,United Nations Children's Fund,False,commitment,0,120000
UN COVID-19 Response and Recovery Fund,2020-05-12,United Nations Population Fund,False,paid,700400,700400
UN COVID-19 Response and Recovery Fund,2020-05-29,United Nations Population Fund,False,paid,109680,109680
UN COVID-19 Response and Recovery Fund,2020-12-07,United Nations Children's Fund,False,paid,952913,952913
UN COVID-19 Response and Recovery Fund,2020-11-09,United Nations Children's Fund,False,paid,867212,867212
UN COVID-19 Response and Recovery Fund,2020-11-03,United Nations Children's Fund,False,paid,602000,602000
UN COVID-19 Response and Recovery Fund,2020-12-01,United Nations Children's Fund,False,paid,1008760,1530495
"Iceland, Government of",2020-05-21,World Health Organization,False,paid,204290,204290
"Iceland, Government of",2020-05-05,United Nations High Commissioner for Refugees,False,paid,136193,136193
"Iceland, Government of",2020-05-01,United Nations High Commissioner for Refugees,False,commitment,0,148006
"Iceland, Government of",2020-08-17,United Nations Population Fund,False,paid,136556,136556
"Iceland, Government of",2020-10-08,World Food Programme,False,paid,144760,144760
"Iceland, Government of",2020-11-03,United Nations Children's Fund,False,paid,296757,296757
"Spain, Government of",2020-04-22,Médicos del Mundo Spain,True,paid,42576,42576
"Spain, Government of",2020-06-30,Action Against Hunger,True,commitment,0,54585
"Spain, Government of",2020-05-12,United Nations High Commissioner for Refugees,False,paid,32573,32573
"Spain, Government of",2020-06-23,United Nations High Commissioner for Refugees,False,commitment,0,3359462
"Spain, Government of",2020-06-21,International Committee of the Red Cross,False,commitment,0,1679731
"Spain, Government of",2020-06-18,International Federation of Red Cross and Red Crescent Societies,False,commitment,0,3919373
"Spain, Government of",2020-07-06,World Health Organization,False,commitment,0,3562945
"Spain, Government of",2020-07-03,World Food Programme,False,paid,1119821,1119821
"Spain, Government of",2020-06-29,United Nations High Commissioner for Refugees,False,paid,3412969,3412969
"Spain, Government of",2020-08-13,United Nations High Commissioner for Refugees,False,paid,68408,68408
"Spain, Government of",2020-10-06,United Nations Children's Fund,False,paid,17071,17071
"Spain, Government of",2020-11-16,United Nations Children's Fund,False,paid,467836,467836
Catholic Organisation for Relief and Development Aid,2020-04-01,Catholic Organisation for Relief and Development Aid,True,paid,746742,746742
Catholic Organisation for Relief and Development Aid,2020-12-10,Catholic Organisation for Relief and Development Aid,True,paid,418542,418542
Start Fund,2020-06-10,Catholic Relief Services,True,commitment,0,209365
Start Fund,2020-05-01,Solidarités International,True,paid,154077,154077
Susan Thompson Buffet Foundation,2020-06-19,World Health Organization,False,commitment,0,5050000
Susan Thompson Buffet Foundation,2020-08-01,World Health Organization,False,commitment,0,10055294
"Croatia, Government of",2020-06-19,World Health Organization,False,pledge,0,661521
"Croatia, Government of",2020-09-18,World Health Organization,False,commitment,0,712589
UNICEF National Committee/Japan,2020-10-06,United Nations Children's Fund,False,paid,5501793,5501793
UNICEF National Committee/Japan,2020-06-11,COVID-19 Humanitarian Thematic Fund,True,paid,223540,223540
UNICEF National Committee/Japan,2020-08-01,United Nations Children's Fund,False,paid,483450,483450
PandemicTech,2020-06-19,World Health Organization,False,commitment,0,20000
"Serbia, Government of",2020-06-19,World Health Organization,False,commitment,0,1103753
Alwaleed Foundation,2020-05-15,World Health Organization,False,pledge,0,5000000
Alwaleed Foundation,2020-07-20,World Health Organization,False,commitment,0,5000000
Pacific Island Health Officers’ Association,2020-05-15,World Health Organization,False,pledge,0,500000
UNICEF National Committee/Austria,2020-04-27,COVID-19 Humanitarian Thematic Fund,True,paid,5459,5459
UNICEF National Committee/Austria,2020-10-06,COVID-19 Humanitarian Thematic Fund,True,paid,10664,10664
UNICEF National Committee/Belgium,2020-10-06,COVID-19 Humanitarian Thematic Fund,True,paid,546633,546633
UNICEF National Committee/Canada,2020-10-06,COVID-19 Humanitarian Thematic Fund,True,paid,834426,834426
UNICEF National Committee/Canada,2020-07-13,United Nations Children's Fund,False,paid,3774152,3774152
UNICEF National Committee/Canada,2020-05-15,COVID-19 Humanitarian Thematic Fund,True,paid,14035,14035
UNICEF National Committee/Canada,2020-10-20,United Nations Children's Fund,False,paid,1473678,1473678
UNICEF National Committee/Finland,2020-10-06,COVID-19 Humanitarian Thematic Fund,True,paid,885208,885208
Ethiopia Humanitarian Fund,2020-06-18,World Health Organization,False,paid,361239,361239
Ethiopia Humanitarian Fund,2020-07-02,Catholic Relief Services,True,paid,485074,485074
Ethiopia Humanitarian Fund,2020-07-20,World Food Programme,False,paid,2000015,2000015
Ethiopia Humanitarian Fund,2020-07-27,Mothers and Children Multisectoral Development Organization (MCMDO),True,paid,379564,379564
Ethiopia Humanitarian Fund,2020-08-17,Adventist Development and Relief Agency,True,paid,269646,269646
Ethiopia Humanitarian Fund,2020-08-26,Vétérinaire sans Frontieres,True,paid,10864,10864
Ethiopia Humanitarian Fund,2020-08-31,CARE Ethiopia,True,paid,394023,394023
Ethiopia Humanitarian Fund,2020-06-10,International Rescue Committee,True,paid,306498,306498
Ethiopia Humanitarian Fund,2020-09-01,Cooperazione Internazionale - COOPI,True,paid,421643,421643
Ethiopia Humanitarian Fund,2020-09-04,Organization for Welfare and Development in Action,True,paid,15764,15764
Ethiopia Humanitarian Fund,2020-10-07,World Health Organization,False,commitment,0,350203
Ethiopia Humanitarian Fund,2020-12-01,Office of the High Commissioner for Human Rights,True,paid,250000,250000
Ethiopia Humanitarian Fund,2020-12-14,World Vision Ethiopia,True,paid,200000,200000
Ethiopia Humanitarian Fund,2020-12-17,CARE Ethiopia,True,paid,550006,550006
UNICEF National Committee/Italy,2020-04-27,COVID-19 Humanitarian Thematic Fund,True,paid,22527,22527
Nous Cims,2020-06-30,Action Against Hunger,True,paid,55188,55188
UNICEF National Committee/Spain,2020-05-18,COVID-19 Humanitarian Thematic Fund,True,paid,1106180,1106180
UNICEF National Committee/Spain,2020-10-06,COVID-19 Humanitarian Thematic Fund,True,paid,370321,370321
UNICEF National Committee/Spain,2020-11-16,COVID-19 Humanitarian Thematic Fund,True,paid,325691,325691
UNICEF National Committee/Spain,2020-07-01,COVID-19 Humanitarian Thematic Fund,True,paid,79545,79545
UNICEF National Committee/Turkey,2020-04-27,COVID-19 Humanitarian Thematic Fund,True,paid,4367,4367
UNICEF National Committee/Turkey,2020-10-06,COVID-19 Humanitarian Thematic Fund,True,paid,20442,20442
Lebanon Humanitarian Fund,2020-07-10,UN agencies and NGOs (details not yet provided),True,commitment,0,7000000
Lebanon Humanitarian Fund,2020-08-14,NGOs (details not yet provided),True,commitment,0,9000000
Lebanon Humanitarian Fund,2020-08-24,KAFA Enough Violence and Exploitation,True,commitment,0,155787
Lebanon Humanitarian Fund,2020-09-14,CARE International,True,paid,1329009,3676072
Lebanon Humanitarian Fund,2020-09-30,Association LRC,True,commitment,0,290477
Lebanon Humanitarian Fund,2020-10-01,Welfare Association,True,commitment,0,668348
Lebanon Humanitarian Fund,2020-10-07,Development for People and Nature Association,True,commitment,0,752687
Lebanon Humanitarian Fund,2020-06-28,Concern Worldwide,True,paid,172269,172269
Lebanon Humanitarian Fund,2020-11-10,Première Urgence Internationale,True,commitment,0,1016195
UNICEF National Committee/New Zealand,2020-07-06,United Nations Children's Fund,False,paid,156336,156336
Inter-American Development Bank,2020-07-06,United Nations Children's Fund,False,paid,749847,749847
"Bulgaria, Government of",2020-07-14,World Health Organization,False,commitment,0,111982
ActionAid International,2020-04-15,ActionAid International,True,paid,64233,64233
Iraq Humanitarian Fund,2020-07-27,World Vision International,True,paid,1041799,1041799
Iraq Humanitarian Fund,2020-07-22,OXFAM,True,paid,300000,300000
Iraq Humanitarian Fund,2020-08-19,Dorcas Aid International,True,paid,1930182,1930182
Iraq Humanitarian Fund,2020-08-21,World Health Organization,False,paid,2569999,2569999
Iraq Humanitarian Fund,2020-10-01,International Medical Corps UK,True,paid,400000,400000
Iraq Humanitarian Fund,2020-07-15,OXFAM GB,True,paid,599248,599248
Iraq Humanitarian Fund,2020-12-07,OXFAM,True,commitment,299248,998248
International Organization for Migration,2020-06-29,United Nations High Commissioner for Refugees,False,paid,74550,74550
International Organization for Migration,2017-11-21,United Nations Population Fund,False,paid,32704,32704
International Organization for Migration,2020-09-25,United Nations Population Fund,False,paid,5000,5000
International Organization for Migration,2020-09-29,Norwegian Refugee Council,True,commitment,0,1124949
International Organization for Migration,2020-07-31,Action Against Hunger,True,paid,168638,168638
International Organization for Migration,2020-11-18,Voice of the Peace,True,commitment,0,368538
International Organization for Migration,2020-11-30,International Organization for Migration,False,paid,450000,450000
Jersey Overseas Aid,2020-07-08,United Nations High Commissioner for Refugees,False,paid,185414,185414
"Bangladesh, Government of",2020-06-25,World Food Programme,False,paid,6413207,6413207
"Bangladesh, Government of",2020-07-20,World Health Organization,False,commitment,0,50000
The Nando and Elsa Peretti Foundation,2020-07-16,United Nations High Commissioner for Refugees,False,paid,34091,34091
UNICEF National Committee/Poland,2020-08-10,COVID-19 Humanitarian Thematic Fund,True,paid,25069,25069
UNICEF National Committee/Luxembourg,2020-08-10,COVID-19 Humanitarian Thematic Fund,True,paid,437500,437500
UNICEF National Committee/Luxembourg,2020-08-01,United Nations Children's Fund,False,paid,529412,529412
Malawi SDG Acceleration Fund,2020-07-01,United Nations High Commissioner for Refugees,False,paid,90000,90000
UNICEF Brazil,2020-07-03,United Nations Children's Fund,False,paid,92007,92007
Swiss Solidarity,2020-04-01,,True,commitment,0,0
Swiss Solidarity,2020-06-17,Helvetas Swiss Intercooperation,True,commitment,0,1810243
United Methodist Church,2020-07-20,World Health Organization,False,commitment,0,10000
OXFAM,2020-08-26,OXFAM,True,paid,20017,20017
Red Crescent Society of the United Arab Emirates,2020-08-31,Syrian Arab Red Crescent,True,paid,9424000,9424000
Big Heart Foundation,2020-08-20,United Nations High Commissioner for Refugees,False,paid,400000,400000
Yemen Humanitarian Fund,2020-09-14,United Nations Children's Fund,False,paid,16797863,16797863
Yemen Humanitarian Fund,2020-01-01,Save the Children,True,paid,6884561,6884561
Yemen Humanitarian Fund,2020-02-01,Save the Children,True,paid,918627,918627
Action Contre la Faim,2020-05-01,Action Contre la Faim,True,paid,88863,88863
Action Contre la Faim,2020-08-16,Action Contre la Faim,True,paid,59242,59242
Islamic Development Bank,2020-09-09,World Health Organization,False,commitment,0,31831789
Islamic Development Bank,2020-11-03,United Nations Children's Fund,False,paid,6205500,6205500
UNDP Administered Trust Fund,2020-09-09,World Health Organization,False,commitment,0,694209
UNDP Administered Trust Fund,2020-09-29,World Health Organization,False,commitment,0,100000
UNDP Administered Trust Fund,2020-12-03,International Organization for Migration,False,commitment,0,52411
European Union trust fund Bekou in CAR,2020-09-15,United Nations Children's Fund,False,paid,2369668,2369668
KFW Development,2020-09-15,United Nations Children's Fund,False,pledge,0,2014218
ACT Alliance / Lutheran World Relief,2019-04-28,Al-Aghsan Foundation for Agricultural and Environmental Development,True,paid,141598,141598
ACT Alliance / Lutheran World Relief,2020-03-15,Al-Aghsan Foundation for Agricultural and Environmental Development,True,paid,205229,205229
European Commission EuropeAid Development and Cooperation,2020-04-15,OXFAM,True,paid,1603325,1603325
