actor,date,all_total,all_committed,all_paid,all_pc_paid,ngo_total,ngo_committed,ngo_paid,ngo_pc_paid,ngo_pc_of_total,ngo_pc_of_paid
UNICEF National Committee/Norway,1/13/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,1/20/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,1/27/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,2/3/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,2/10/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,2/17/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,2/24/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,3/2/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,3/9/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,3/16/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,3/23/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,3/30/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,4/6/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,4/13/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,4/20/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,4/27/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,5/4/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,5/11/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,5/18/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,5/25/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,6/1/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,6/8/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,6/15/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,6/22/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,6/29/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,7/6/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,7/13/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,7/20/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,7/27/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,8/3/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,8/10/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,8/17/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,8/24/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,8/31/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,9/7/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,9/14/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,9/21/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,9/28/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,10/5/2020,0,0,0,0,0,0,0,0,0,0
UNICEF National Committee/Norway,10/12/2020,461655,0,461655,1,461655,0,461655,1,1,1
UNICEF National Committee/Norway,10/19/2020,461655,0,461655,1,461655,0,461655,1,1,1
UNICEF National Committee/Norway,10/26/2020,461655,0,461655,1,461655,0,461655,1,1,1
UNICEF National Committee/Norway,11/2/2020,461655,0,461655,1,461655,0,461655,1,1,1
UNICEF National Committee/Norway,11/9/2020,461655,0,461655,1,461655,0,461655,1,1,1
UNICEF National Committee/Norway,11/16/2020,461655,0,461655,1,461655,0,461655,1,1,1
UNICEF National Committee/Norway,11/23/2020,461655,0,461655,1,461655,0,461655,1,1,1
UNICEF National Committee/Norway,11/30/2020,461655,0,461655,1,461655,0,461655,1,1,1
UNICEF National Committee/Norway,12/7/2020,461655,0,461655,1,461655,0,461655,1,1,1
UNICEF National Committee/Norway,12/14/2020,461655,0,461655,1,461655,0,461655,1,1,1
UNICEF National Committee/Norway,12/21/2020,461655,0,461655,1,461655,0,461655,1,1,1
UNICEF National Committee/Norway,12/28/2020,461655,0,461655,1,461655,0,461655,1,1,1
UNICEF National Committee/Norway,12/31/2020,461655,0,461655,1,461655,0,461655,1,1,1
UNICEF National Committee/Norway,12/30/2020,461655,0,461655,1,461655,0,461655,1,1,1
Qatar Charity,1/6/2020,0,0,0,0,0,0,0,0,0,0
Qatar Charity,1/13/2020,0,0,0,0,0,0,0,0,0,0
Qatar Charity,1/20/2020,0,0,0,0,0,0,0,0,0,0
Qatar Charity,1/27/2020,0,0,0,0,0,0,0,0,0,0
Qatar Charity,2/3/2020,0,0,0,0,0,0,0,0,0,0
Qatar Charity,2/10/2020,0,0,0,0,0,0,0,0,0,0
Qatar Charity,2/17/2020,0,0,0,0,0,0,0,0,0,0
Qatar Charity,2/24/2020,0,0,0,0,0,0,0,0,0,0
Qatar Charity,3/2/2020,2365844,0,2365844,1,2365844,0,2365844,1,1,1
Qatar Charity,3/9/2020,2365844,0,2365844,1,2365844,0,2365844,1,1,1
Qatar Charity,3/16/2020,2365844,0,2365844,1,2365844,0,2365844,1,1,1
Qatar Charity,3/23/2020,2365844,0,2365844,1,2365844,0,2365844,1,1,1
Qatar Charity,3/30/2020,2365844,0,2365844,1,2365844,0,2365844,1,1,1
Qatar Charity,4/6/2020,2365844,0,2365844,1,2365844,0,2365844,1,1,1
Qatar Charity,4/13/2020,2365844,0,2365844,1,2365844,0,2365844,1,1,1
Qatar Charity,4/20/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,4/27/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,5/4/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,5/11/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,5/18/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,5/25/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,6/1/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,6/8/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,6/15/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,6/22/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,6/29/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,7/6/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,7/13/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,7/20/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,7/27/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,8/3/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,8/10/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,8/17/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,8/24/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,8/31/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,9/7/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,9/14/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,9/21/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,9/28/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,10/5/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,10/12/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,10/19/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,10/26/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,11/2/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,11/9/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,11/16/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,11/23/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,11/30/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,12/7/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,12/14/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,12/21/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,12/28/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,12/31/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Qatar Charity,12/30/2020,19682828,17316984,2365844,0.120198378,19682828,17316984,2365844,0.120198378,1,1
Office for the Coordination of Humanitarian Affairs,1/6/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,1/13/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,1/20/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,1/27/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,2/3/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,2/10/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,2/17/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,2/24/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,3/2/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,3/9/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,3/16/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,3/23/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,3/30/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,4/6/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,4/13/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,4/20/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,4/27/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,5/4/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,5/11/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,5/18/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,5/25/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,6/1/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,6/8/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,6/15/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,6/22/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,6/29/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,7/6/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,7/13/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,7/20/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,7/27/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,8/3/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,8/10/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,8/17/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,8/24/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,8/31/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,9/7/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,9/14/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,9/21/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,9/28/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,10/5/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,10/12/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,10/19/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,10/26/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,11/2/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,11/9/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,11/16/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,11/23/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,11/30/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,12/7/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,12/14/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,12/21/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,12/28/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,12/31/2020,450000,0,450000,1,450000,0,450000,1,1,1
Office for the Coordination of Humanitarian Affairs,12/30/2020,450000,0,450000,1,450000,0,450000,1,1,1
Syrian Arab Republic Humanitarian Fund,1/6/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,1/13/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,1/20/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,1/27/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,2/3/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,2/10/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,2/17/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,2/24/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,3/2/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,3/9/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,3/16/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,3/23/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,3/30/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,4/6/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,4/13/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,4/20/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,4/27/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,5/4/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,5/11/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,5/18/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,5/25/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,6/1/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,6/8/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,6/15/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,6/22/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,6/29/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,7/6/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,7/13/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,7/20/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,7/27/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,8/3/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,8/10/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,8/17/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,8/24/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,8/31/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,9/7/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,9/14/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,9/21/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,9/28/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,10/5/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,10/12/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,10/19/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,10/26/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,11/2/2020,0,0,0,0,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,11/9/2020,372912,0,372912,1,0,0,0,0,0,0
Syrian Arab Republic Humanitarian Fund,11/16/2020,632691,0,632691,1,259779,0,259779,1,0.410593797,0.410593797
Syrian Arab Republic Humanitarian Fund,11/23/2020,632691,0,632691,1,259779,0,259779,1,0.410593797,0.410593797
Syrian Arab Republic Humanitarian Fund,11/30/2020,632691,0,632691,1,259779,0,259779,1,0.410593797,0.410593797
Syrian Arab Republic Humanitarian Fund,12/7/2020,632691,0,632691,1,259779,0,259779,1,0.410593797,0.410593797
Syrian Arab Republic Humanitarian Fund,12/14/2020,632691,0,632691,1,259779,0,259779,1,0.410593797,0.410593797
Syrian Arab Republic Humanitarian Fund,12/21/2020,632691,0,632691,1,259779,0,259779,1,0.410593797,0.410593797
Syrian Arab Republic Humanitarian Fund,12/28/2020,632691,0,632691,1,259779,0,259779,1,0.410593797,0.410593797
Syrian Arab Republic Humanitarian Fund,12/31/2020,632691,0,632691,1,259779,0,259779,1,0.410593797,0.410593797
Syrian Arab Republic Humanitarian Fund,12/30/2020,632691,0,632691,1,259779,0,259779,1,0.410593797,0.410593797
Caritas Australia,1/6/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,1/13/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,1/20/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,1/27/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,2/3/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,2/10/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,2/17/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,2/24/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,3/2/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,3/9/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,3/16/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,3/23/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,3/30/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,4/6/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,4/13/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,4/20/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,4/27/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,5/4/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,5/11/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,5/18/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,5/25/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,6/1/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,6/8/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,6/15/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,6/22/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,6/29/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,7/6/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,7/13/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,7/20/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,7/27/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,8/3/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,8/10/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,8/17/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,8/24/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,8/31/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,9/7/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,9/14/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,9/21/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,9/28/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,10/5/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,10/12/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,10/19/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,10/26/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,11/2/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,11/9/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,11/16/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,11/23/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,11/30/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,12/7/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,12/14/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,12/21/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,12/28/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,12/31/2020,75000,0,75000,1,75000,0,75000,1,1,1
Caritas Australia,12/30/2020,75000,0,75000,1,75000,0,75000,1,1,1
Trocaire,1/6/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,1/13/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,1/20/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,1/27/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,2/3/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,2/10/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,2/17/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,2/24/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,3/2/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,3/9/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,3/16/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,3/23/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,3/30/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,4/6/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,4/13/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,4/20/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,4/27/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,5/4/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,5/11/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,5/18/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,5/25/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,6/1/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,6/8/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,6/15/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,6/22/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,6/29/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,7/6/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,7/13/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,7/20/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,7/27/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,8/3/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,8/10/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,8/17/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,8/24/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,8/31/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,9/7/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,9/14/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,9/21/2020,17544,0,17544,1,17544,0,17544,1,1,1
Trocaire,9/28/2020,17544,0,17544,1,17544,0,17544,1,1,1
